Priority Rank,Suggested Priority,Priority Reason,Class,Module Category,Generated CSV,Todo Status,Class Symbol Status,Y Count,N Count,Partial Count,Open Items,Total Items,Completion Percent,Source,Binding,Class Note
1,High,Already exported in Python with a small remaining API gap,LoHighDistortionMap,Lunar Orbiter,lo_lo_high_distortion_map_methods.csv,Converted,Y,5,0,0,0,5,100.00,reference/upstream_isis/src/lo/objs/LoHighCamera/LoHighDistortionMap.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,"2026-04-07 exposedconstructor, set_distortion and forward/reverse focal-plane transforms in bind_mission_cameras.cpp"
1,High,Already exported in Python with a small remaining API gap,LoMediumCamera,Lunar Orbiter,lo_lo_medium_camera_methods.csv,Converted,Y,7,0,0,0,7,100.00,reference/upstream_isis/src/lo/objs/LoMediumCamera/LoMediumCamera.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,"2026-04-07 exposed Cube constructor, FocalPlaneMapType enums, shutter_open_close_times and CK/SPK reference IDs in bind_mission_cameras.cpp"
1,High,Already exported in Python with a small remaining API gap,LoMediumDistortionMap,Lunar Orbiter,lo_lo_medium_distortion_map_methods.csv,Converted,Y,5,0,0,0,5,100.00,reference/upstream_isis/src/lo/objs/LoMediumCamera/LoMediumDistortionMap.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,"2026-04-07 exposedconstructor, set_distortion and forward/reverse focal-plane transforms in bind_mission_cameras.cpp"
1,High,Already exported in Python with a small remaining API gap,LroNarrowAngleDistortionMap,Lunar Reconnaissance Orbiter,lro_lro_narrow_angle_distortion_map_methods.csv,Converted,Y,3,0,0,0,3,100.00,isis/src/lro/objs/LroNarrowAngleCamera/LroNarrowAngleDistortionMap.h,isis_pybind_standalone/src/lro/bind_lro_utilities.cpp,2026-04-06 exposedfull constructor and distortion-mapping methods in bind_lro_utilities.cpp
1,High,Already exported in Python with a small remaining API gap,LroWideAngleCameraDistortionMap,Lunar Reconnaissance Orbiter,lro_lro_wide_angle_camera_distortion_map_methods.csv,Converted,Y,3,0,0,0,3,100.00,isis/src/lro/objs/LroWideAngleCamera/LroWideAngleCameraDistortionMap.h,isis_pybind_standalone/src/lro/bind_lro_utilities.cpp,2026-04-06 exposedindependent distortion-mapping interfaces in bind_lro_utilities.cpp
1,High,Already exported in Python with a small remaining API gap,LroWideAngleCameraFocalPlaneMap,Lunar Reconnaissance Orbiter,lro_lro_wide_angle_camera_focal_plane_map_methods.csv,Converted,Y,3,0,0,0,3,100.00,isis/src/lro/objs/LroWideAngleCamera/LroWideAngleCameraFocalPlaneMap.h,isis_pybind_standalone/src/lro/bind_lro_utilities.cpp,2026-04-06 exposedindependent focal-plane-mapping interfaces in bind_lro_utilities.cpp
1,High,Already exported in Python with a small remaining API gap,Equirectangular,Map Projection,base_equirectangular_methods.csv,Converted,Y,12,0,0,0,12,100.00,isis/src/base/objs/Equirectangular/Equirectangular.h,src/base/bind_base_projection_types.cpp,2026-04-12 completed binding all public methods(constructor/name/version/true_scale_latitude/is_equatorial_cylindrical/set_ground/set_coordinate/xy_range/mapping/mapping_latitudes/mapping_longitudes); focused unit testscoverconstructorconstructor default-value paths/coordinate round-trips/xy_range/mapping export/near-pole exception paths
1,High,Already exported in Python with a small remaining API gap,LambertAzimuthalEqualArea,Map Projection,base_lambert_azimuthal_equal_area_methods.csv,Converted,Y,13,0,0,0,13,100.00,isis/src/base/objs/LambertAzimuthalEqualArea/LambertAzimuthalEqualArea.h,src/base/bind_base_projection_types.cpp,"2026-04-12 completed binding all public methods(13/13 Y, 100%)"
1,High,Already exported in Python with a small remaining API gap,LambertConformal,Map Projection,base_lambert_conformal_methods.csv,Converted,Y,11,0,0,0,11,100.00,isis/src/base/objs/LambertConformal/LambertConformal.h,src/base/bind_base_projection_types.cpp,"2026-04-12 completed binding all public methods(11/11 Y, 100%)"
1,High,Already exported in Python with a small remaining API gap,LunarAzimuthalEqualArea,Map Projection,base_lunar_azimuthal_equal_area_methods.csv,Converted,Y,8,0,0,0,8,100.00,isis/src/base/objs/LunarAzimuthalEqualArea/LunarAzimuthalEqualArea.h,src/base/bind_base_projection_types.cpp,"2026-04-12 completed binding all public methods(8/8 Y, 100%)"
1,High,Already exported in Python with a small remaining API gap,Mercator,Map Projection,base_mercator_methods.csv,Converted,Y,12,0,0,0,12,100.00,isis/src/base/objs/Mercator/Mercator.h,src/base/bind_base_projection_types.cpp,"2026-04-12 completed binding all public methods(12/12 Y, 100%)"
1,High,Already exported in Python with a small remaining API gap,ObliqueCylindrical,Map Projection,base_oblique_cylindrical_methods.csv,Converted,Y,13,0,0,0,13,100.00,isis/src/base/objs/ObliqueCylindrical/ObliqueCylindrical.h,src/base/bind_base_projection_types.cpp,"2026-04-12 completed binding all public methods(13/13 Y, 100%)"
1,High,Already exported in Python with a small remaining API gap,Orthographic,Map Projection,base_orthographic_methods.csv,Converted,Y,11,0,0,0,11,100.00,isis/src/base/objs/Orthographic/Orthographic.h,src/base/bind_base_projection_types.cpp,"2026-04-12 completed binding all public methods(11/11 Y, 100%)"
1,High,Already exported in Python with a small remaining API gap,Planar,Map Projection,base_planar_methods.csv,Converted,Y,13,0,0,0,13,100.00,isis/src/base/objs/Planar/Planar.h,src/base/bind_base_projection_types.cpp,"2026-04-12 completed binding all public methods(13/13 Y, 100%)"
1,High,Already exported in Python with a small remaining API gap,PointPerspective,Map Projection,base_point_perspective_methods.csv,Converted,Y,11,0,0,0,11,100.00,isis/src/base/objs/PointPerspective/PointPerspective.h,src/base/bind_base_projection_types.cpp,"2026-04-12 completed binding all public methods(11/11 Y, 100%)"
1,High,Already exported in Python with a small remaining API gap,PolarStereographic,Map Projection,base_polar_stereographic_methods.csv,Converted,Y,11,0,0,0,11,100.00,isis/src/base/objs/PolarStereographic/PolarStereographic.h,src/base/bind_base_projection_types.cpp,"2026-04-12 completed binding all public methods(11/11 Y, 100%)"
1,High,Already exported in Python with a small remaining API gap,RingCylindrical,Map Projection,base_ring_cylindrical_methods.csv,Converted,Y,14,0,0,0,14,100.00,isis/src/base/objs/RingCylindrical/RingCylindrical.h,src/base/bind_base_projection_types.cpp,"2026-04-12 completed binding all public methods(14/14 Y, 100%); Batch 4 added unit tests"
1,High,Already exported in Python with a small remaining API gap,Robinson,Map Projection,base_robinson_methods.csv,Converted,Y,10,0,0,0,10,100.00,isis/src/base/objs/Robinson/Robinson.h,src/base/bind_base_projection_types.cpp,"2026-04-12 completed binding all public methods(10/10 Y, 100%)"
1,High,Already exported in Python with a small remaining API gap,SimpleCylindrical,Map Projection,base_simple_cylindrical_methods.csv,Converted,Y,11,0,0,0,11,100.00,isis/src/base/objs/SimpleCylindrical/SimpleCylindrical.h,src/base/bind_base_projection_types.cpp,"2026-04-12 completed binding all public methods(11/11 Y, 100%); Batch 4 added unit tests"
1,High,Already exported in Python with a small remaining API gap,Sinusoidal,Map Projection,base_sinusoidal_methods.csv,Converted,Y,10,0,0,0,10,100.00,isis/src/base/objs/Sinusoidal/Sinusoidal.h,src/base/bind_base_projection_types.cpp,"2026-04-12 completed binding all public methods(10/10 Y, 100%)"
1,High,Already exported in Python with a small remaining API gap,TransverseMercator,Map Projection,base_transverse_mercator_methods.csv,Converted,Y,10,0,0,0,10,100.00,isis/src/base/objs/TransverseMercator/TransverseMercator.h,src/base/bind_base_projection_types.cpp,"2026-04-12 completed binding all public methods(10/10 Y, 100%)"
1,High,Already exported in Python with a small remaining API gap,UpturnedEllipsoidTransverseAzimuthal,Map Projection,base_upturned_ellipsoid_transverse_azimuthal_methods.csv,Converted,Y,10,0,0,0,10,100.00,isis/src/base/objs/UpturnedEllipsoidTransverseAzimuthal/UpturnedEllipsoidTransverseAzimuthal.h,src/base/bind_base_projection_types.cpp,"2026-04-12 completed binding all public methods(10/10 Y, 100%)"
1,High,Already exported in Python with a small remaining API gap,Mariner10Camera,Mariner,mariner_mariner10_camera_methods.csv,Converted,Y,6,0,0,0,6,100.00,reference/upstream_isis/src/mariner/objs/Mariner10Camera/Mariner10Camera.h,src/mission/bind_mission_cameras.cpp,"2026-04-07 exposed Cube constructor, shutter_open_close_times and CK/SPK reference IDs; also belongs to the Spice, Instruments, and Cameras category; camera-model/SPICE dependent in bind_mission_cameras.cpp"
1,High,Already exported in Python with a small remaining API gap,HrscCamera,Mars Express,mex_hrsc_camera_methods.csv,Converted,Y,5,0,0,0,5,100.00,isis/src/mex/objs/HrscCamera/HrscCamera.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,"2026-04-06 exposed Cube constructor and ck_frame_id/ck_reference_id/spk_reference_id; also belongs to the Spice, Instruments, and Cameras category; camera-model/SPICE dependent in bind_mission_cameras.cpp"
1,High,Already exported in Python with a small remaining API gap,MexHrscSrcCamera,Mars Express,mex_mex_hrsc_src_camera_methods.csv,Converted,Y,6,0,0,0,6,100.00,isis/src/mex/objs/MexHrscSrcCamera/MexHrscSrcCamera.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,"2026-04-06 exposed Cube constructor, shutter_open_close_times and ck_frame_id/ck_reference_id/spk_reference_id; also belongs to the Spice, Instruments, and Cameras category; camera-model/SPICE dependent in bind_mission_cameras.cpp"
1,High,Already exported in Python with a small remaining API gap,MocLabels,Mars Global Surveyor,mgs_moc_labels_methods.csv,Converted,Y,21,0,0,0,21,100.00,isis/src/mgs/objs/MocLabels/MocLabels.h,isis_pybind_standalone/src/mgs/bind_mgs_utilities.cpp,"2026-04-05 exposedallpublic methods(constructors, camera-type queries, summing modes, detector/sample conversions) in src/mgs/bind_mgs_utilities.cpp"
1,High,Already exported in Python with a small remaining API gap,MocNarrowAngleSumming,Mars Global Surveyor,mgs_moc_narrow_angle_summing_methods.csv,Converted,Y,3,0,0,0,3,100.00,isis/src/mgs/objs/MocNarrowAngleSumming/MocNarrowAngleSumming.h,src/mgs/bind_mgs_utilities.cpp,"2026-04-05 exposedallmethods(constructors, detector, sample) in src/mgs/bind_mgs_utilities.cpp"
1,High,Already exported in Python with a small remaining API gap,MocWideAngleDetectorMap,Mars Global Surveyor,mgs_moc_wide_angle_detector_map_methods.csv,Converted,Y,4,0,0,0,4,100.00,isis/src/mgs/objs/MocWideAngleCamera/MocWideAngleDetectorMap.h,isis_pybind_standalone/src/mgs/bind_mgs_utilities.cpp,"2026-04-05 exposedconstructors and set_parent/set_detector methods, inherits from LineScanCameraDetectorMap in src/mgs/bind_mgs_utilities.cpp"
1,High,Already exported in Python with a small remaining API gap,MocWideAngleDistortionMap,Mars Global Surveyor,mgs_moc_wide_angle_distortion_map_methods.csv,Converted,Y,3,0,0,0,3,100.00,isis/src/mgs/objs/MocWideAngleCamera/MocWideAngleDistortionMap.h,isis_pybind_standalone/src/mgs/bind_mgs_utilities.cpp,"2026-04-05 exposedconstructors and set_focal_plane/set_undistorted_focal_plane methods, inherits from CameraDistortionMap in src/mgs/bind_mgs_utilities.cpp"
1,High,Already exported in Python with a small remaining API gap,ThemisIrCamera,Mars Odyssey,odyssey_themis_ir_camera_methods.csv,Converted,Y,7,0,0,0,7,100.00,reference/upstream_isis/src/odyssey/objs/ThemisIrCamera/ThemisIrCamera.h,src/mission/bind_mission_cameras.cpp,"2026-04-07 exposed Cube constructor, set_band/is_band_independent and CK/SPK reference IDs; also belongs to the Spice, Instruments, and Cameras category; camera-model/SPICE dependent in bind_mission_cameras.cpp"
1,High,Already exported in Python with a small remaining API gap,ThemisIrDistortionMap,Mars Odyssey,odyssey_themis_ir_distortion_map_methods.csv,Converted,Y,5,0,0,0,5,100.00,reference/upstream_isis/src/odyssey/objs/ThemisIrCamera/ThemisIrDistortionMap.h,src/mission/bind_mission_cameras.cpp,"2026-04-07 exposedconstructor, set_band and forward/reverse focal-plane transforms; also belongs to the Spice, Instruments, and Cameras category; camera-model/SPICE dependent in bind_mission_cameras.cpp"
1,High,Already exported in Python with a small remaining API gap,ThemisVisCamera,Mars Odyssey,odyssey_themis_vis_camera_methods.csv,Converted,Y,8,0,0,0,8,100.00,reference/upstream_isis/src/odyssey/objs/ThemisVisCamera/ThemisVisCamera.h,src/mission/bind_mission_cameras.cpp,"2026-04-07 exposed Cube constructor, set_band/band_ephemeris_time_offset/is_band_independent and CK/SPK reference IDs; also belongs to the Spice, Instruments, and Cameras category; camera-model/SPICE dependent in bind_mission_cameras.cpp"
1,High,Already exported in Python with a small remaining API gap,ThemisVisDistortionMap,Mars Odyssey,odyssey_themis_vis_distortion_map_methods.csv,Converted,Y,4,0,0,0,4,100.00,reference/upstream_isis/src/odyssey/objs/ThemisVisCamera/ThemisVisDistortionMap.h,src/mission/bind_mission_cameras.cpp,"2026-04-07 exposedconstructor and forward/reverse focal-plane transforms; also belongs to the Spice, Instruments, and Cameras category; camera-model/SPICE dependent in bind_mission_cameras.cpp"
1,High,Already exported in Python with a small remaining API gap,GainNonLinearity,Mars Reconnaissance Orbiter,mro_gain_non_linearity_methods.csv,Converted,Y,2,0,0,0,2,100.00,isis/src/mro/objs/HiCal/GainNonLinearity.h,N/A,Stable local wrapper completed because linked ISIS library does not export required HiCalConf symbols; focused unit test and smoke coverage added
1,High,Already exported in Python with a small remaining API gap,GainTemperature,Mars Reconnaissance Orbiter,mro_gain_temperature_methods.csv,Converted,Y,2,0,0,0,2,100.00,isis/src/mro/objs/HiCal/GainTemperature.h,N/A,Stable local wrapper completed because linked ISIS library does not export required HiCalConf symbols; focused unit test and smoke coverage added
1,High,Already exported in Python with a small remaining API gap,GainUnitConversion,Mars Reconnaissance Orbiter,mro_gain_unit_conversion_methods.csv,Converted,Y,2,0,0,0,2,100.00,isis/src/mro/objs/HiCal/GainUnitConversion.h,N/A,Stable local wrapper completed for DN/DN/US because linked ISIS library does not export HiCalConf::sunDistanceAU; focused unit test and smoke coverage added
1,High,Already exported in Python with a small remaining API gap,HiBlob,Mars Reconnaissance Orbiter,mro_hi_blob_methods.csv,Converted,Y,3,0,0,0,3,100.00,isis/src/mro/objs/HiCal/HiBlob.h,src/bind_low_level_cube_io.cpp,2026-04-10 exposedconstructor/buffer; inherits Blobber in src/bind_low_level_cube_io.cpp
1,High,Already exported in Python with a small remaining API gap,HiLab,Mars Reconnaissance Orbiter,mro_hi_lab_methods.csv,Converted,Y,7,0,0,0,7,100.00,reference/upstream_isis/src/mro/objs/HiLab/HiLab.h,src/bind_mro_hical.cpp,2026-04-10 exposed constructor(Cube*)/get_cpmm_number/get_channel/get_bin/get_tdi/get_ccd; focused unit tests in image_overlap_camera_unit_test.py; smoke symbol coverage added in src/bind_mro_hical.cpp
1,High,Already exported in Python with a small remaining API gap,MarciDistortionMap,Mars Reconnaissance Orbiter,mro_marci_distortion_map_methods.csv,Converted,Y,5,0,0,0,5,100.00,reference/upstream_isis/src/mro/objs/MarciCamera/MarciDistortionMap.h,src/bind_camera_maps.cpp,2026-04-10 exposedconstructor and focal-plane/filter methods; added unit tests and smoke in src/bind_camera_maps.cpp
1,High,Already exported in Python with a small remaining API gap,Affine,Math,base_affine_methods.csv,Converted,Y,18,0,0,0,18,100.00,isis/src/base/objs/Affine/Affine.h,isis_pybind_standalone/src/base/bind_base_math.cpp,2026-04-11 completed binding all public methods; AMatrix getIdentity/Forward/Inverse adapted via nested lists
1,High,Already exported in Python with a small remaining API gap,BasisFunction,Math,base_basis_function_methods.csv,Converted,Y,11,0,0,0,11,100.00,isis/src/base/objs/BasisFunction/BasisFunction.h,isis_pybind_standalone/src/base/bind_base_math.cpp,2026-03-25 exposedthree-argument constructor/coefficients/evaluationinterfaces in bind_base_math.cpp
1,High,Already exported in Python with a small remaining API gap,CubeCalculator,Math,base_cube_calculator_methods.csv,Converted,Y,5,0,0,0,5,100.00,isis/src/base/objs/CubeCalculator/CubeCalculator.h,isis_pybind_standalone/src/base/bind_base_math.cpp,2026-04-10 added bindings; constructor/clear/prepare_calculations/run_calculations via lambda adapted QVector parameters in src/base/bind_base_math.cpp
1,High,Already exported in Python with a small remaining API gap,CubeInfixToPostfix,Math,base_cube_infix_to_postfix_methods.csv,Converted,Y,2,0,0,0,2,100.00,isis/src/base/objs/CubeInfixToPostfix/CubeInfixToPostfix.h,isis_pybind_standalone/src/base/bind_base_math.cpp,2026-03-26 exposedconstructor and inherited convert/tokenize_equation interfaces in bind_base_math.cpp
1,High,Already exported in Python with a small remaining API gap,InfixToPostfix,Math,base_infix_to_postfix_methods.csv,Converted,Y,4,0,0,0,4,100.00,isis/src/base/objs/InfixToPostfix/InfixToPostfix.h,isis_pybind_standalone/src/base/bind_base_math.cpp,2026-03-26 exposedconstructor/convert/tokenize_equation interfaces in bind_base_math.cpp
1,High,Already exported in Python with a small remaining API gap,InlineInfixToPostfix,Math,base_inline_infix_to_postfix_methods.csv,Converted,Y,2,0,0,0,2,100.00,isis/src/base/objs/InlineInfixToPostfix/InlineInfixToPostfix.h,isis_pybind_standalone/src/base/bind_base_math.cpp,2026-03-26 exposedconstructor and inherited convert/tokenize_equation interfaces in bind_base_math.cpp
1,High,Already exported in Python with a small remaining API gap,LeastSquares,Math,base_least_squares_methods.csv,Converted,Y,20,0,0,0,20,100.00,isis/src/base/objs/LeastSquares/LeastSquares.h,isis_pybind_standalone/src/base/bind_base_math.cpp,2026-03-26 exposedconstructor/data-input/solve/residual/configuration interfacesand added supplemental unit tests in bind_base_math.cpp
1,High,Already exported in Python with a small remaining API gap,NthOrderPolynomial,Math,base_nth_order_polynomial_methods.csv,Converted,Y,3,0,0,0,3,100.00,isis/src/base/objs/NthOrderPolynomial/NthOrderPolynomial.h,src/base/bind_base_math.cpp,2026-03-29 exposed NthOrderPolynomial(degree) and expand(...) in bind_base_math.cpp
1,High,Already exported in Python with a small remaining API gap,NumericalAtmosApprox,Math,base_numerical_atmos_approx_methods.csv,Converted,Y,7,0,0,0,7,100.00,reference/upstream_isis/src/base/objs/AtmosModel/NumericalAtmosApprox.h,src/base/bind_base_photometry.cpp,"2026-04-09 exposed NumericalAtmosApprox, InterpType/IntegFunc and integration helper; focused unit tests in tests/unitTest/atmos_model_factory_unit_test.py; smoke symbol coverage added in src/base/bind_base_photometry.cpp"
1,High,Already exported in Python with a small remaining API gap,PolynomialBivariate,Math,base_polynomial_bivariate_methods.csv,Converted,Y,3,0,0,0,3,100.00,isis/src/base/objs/PolynomialBivariate/PolynomialBivariate.h,isis_pybind_standalone/src/base/bind_base_math.cpp,2026-03-26 exposedconstructor/expand interfacesand added supplemental unit tests in bind_base_math.cpp
1,High,Already exported in Python with a small remaining API gap,PolynomialUnivariate,Math,base_polynomial_univariate_methods.csv,Converted,Y,5,0,0,0,5,100.00,isis/src/base/objs/PolynomialUnivariate/PolynomialUnivariate.h,isis_pybind_standalone/src/base/bind_base_math.cpp,2026-03-26 exposedconstructor/expand/derivative interfacesand added supplemental unit tests in bind_base_math.cpp
1,High,Already exported in Python with a small remaining API gap,Ransac,Math,base_ransac_methods.csv,Converted,Y,9,0,0,0,9,100.00,reference/upstream_isis/src/base/objs/Ransac/Ransac.h,src/base/bind_base_math.cpp,"2026-04-09 via `ip.Ransac` submodule exposes all free-function helper, and added focused unit tests and smoke coverage in src/base/bind_base_math.cpp"
1,High,Already exported in Python with a small remaining API gap,SurfaceModel,Math,base_surface_model_methods.csv,Converted,Y,8,0,0,0,8,100.00,reference/upstream_isis/src/base/objs/SurfaceModel/SurfaceModel.h,src/base/bind_base_math.cpp,2026-04-09 completed binding all public methods; focused unit tests appended in tests/unitTest/math_unit_test.py; smoke symbol coverage added in src/base/bind_base_math.cpp
1,High,Already exported in Python with a small remaining API gap,TaylorCameraDistortionMap,Messenger,messenger_taylor_camera_distortion_map_methods.csv,Converted,Y,4,0,0,0,4,100.00,reference/upstream_isis/src/messenger/objs/MdisCamera/TaylorCameraDistortionMap.h,src/mission/bind_mission_cameras.cpp,"2026-04-07 exposedconstructor, set_distortion and forward/reverse focal-plane transforms; also belongs to the Spice, Instruments, and Cameras category; camera-model/SPICE dependent in bind_mission_cameras.cpp"
1,High,Already exported in Python with a small remaining API gap,NewHorizonsLeisaCamera,New Horizons,newhorizons_new_horizons_leisa_camera_methods.csv,Converted,Y,7,0,0,0,7,100.00,reference/upstream_isis/src/newhorizons/objs/NewHorizonsLeisaCamera/NewHorizonsLeisaCamera.h,src/mission/bind_mission_cameras.cpp,"2026-04-07 exposed Cube constructor, set_band/is_band_independent and CK/SPK reference IDs; also belongs to the Spice, Instruments, and Cameras category; camera-model/SPICE dependent in bind_mission_cameras.cpp"
1,High,Already exported in Python with a small remaining API gap,NewHorizonsLorriCamera,New Horizons,newhorizons_new_horizons_lorri_camera_methods.csv,Converted,Y,6,0,0,0,6,100.00,reference/upstream_isis/src/newhorizons/objs/NewHorizonsLorriCamera/NewHorizonsLorriCamera.h,src/mission/bind_mission_cameras.cpp,"2026-04-07 exposed Cube constructor, shutter_open_close_times and CK/SPK reference IDs; also belongs to the Spice, Instruments, and Cameras category; camera-model/SPICE dependent in bind_mission_cameras.cpp"
1,High,Already exported in Python with a small remaining API gap,NewHorizonsLorriDistortionMap,New Horizons,newhorizons_new_horizons_lorri_distortion_map_methods.csv,Converted,Y,3,0,0,0,3,100.00,reference/upstream_isis/src/newhorizons/objs/NewHorizonsLorriCamera/NewHorizonsLorriDistortionMap.h,src/mission/bind_mission_cameras.cpp,"2026-04-07 exposedconstructor and forward/reverse focal-plane transforms; also belongs to the Spice, Instruments, and Cameras category; camera-model/SPICE dependent in bind_mission_cameras.cpp"
1,High,Already exported in Python with a small remaining API gap,NewHorizonsMvicFrameCamera,New Horizons,newhorizons_new_horizons_mvic_frame_camera_methods.csv,Converted,Y,7,0,0,0,7,100.00,reference/upstream_isis/src/newhorizons/objs/NewHorizonsMvicFrameCamera/NewHorizonsMvicFrameCamera.h,src/mission/bind_mission_cameras.cpp,"2026-04-07 exposed Cube constructor, set_band/shutter_open_close_times and CK/SPK reference IDs; also belongs to the Spice, Instruments, and Cameras category; camera-model/SPICE dependent in bind_mission_cameras.cpp"
1,High,Already exported in Python with a small remaining API gap,NewHorizonsMvicTdiCamera,New Horizons,newhorizons_new_horizons_mvic_tdi_camera_methods.csv,Converted,Y,5,0,0,0,5,100.00,reference/upstream_isis/src/newhorizons/objs/NewHorizonsMvicTdiCamera/NewHorizonsMvicTdiCamera.h,src/mission/bind_mission_cameras.cpp,"2026-04-07 exposed Cube constructor and CK/SPK reference IDs; upstream does not define separately shutter_open_close_times; also belongs to the Spice, Instruments, and Cameras category; camera-model/SPICE dependent in bind_mission_cameras.cpp"
1,High,Already exported in Python with a small remaining API gap,NewHorizonsMvicTdiCameraDistortionMap,New Horizons,newhorizons_new_horizons_mvic_tdi_camera_distortion_map_methods.csv,Converted,Y,3,0,0,0,3,100.00,reference/upstream_isis/src/newhorizons/objs/NewHorizonsMvicTdiCamera/NewHorizonsMvicTdiCameraDistortionMap.h,src/mission/bind_mission_cameras.cpp,"2026-04-07 exposedconstructor and forward/reverse focal-plane transforms; also belongs to the Spice, Instruments, and Cameras category; camera-model/SPICE dependent in bind_mission_cameras.cpp"
1,High,Already exported in Python with a small remaining API gap,OsirisRexDistortionMap,OSIRIS-REx,osirisrex_osiris_rex_distortion_map_methods.csv,Converted,Y,1,0,0,0,1,100.00,isis/src/osirisrex/objs/OsirisRexOcamsCamera/OsirisRexDistortionMap.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,"2026-04-07 exposedconstructors and distortion-mapping methods; also belongs to the Spice, Instruments, and Cameras category; camera-model/SPICE dependent in bind_mission_cameras.cpp"
1,High,Already exported in Python with a small remaining API gap,OsirisRexOcamsCamera,OSIRIS-REx,osirisrex_osiris_rex_ocams_camera_methods.csv,Converted,Y,5,0,0,0,5,100.00,isis/src/osirisrex/objs/OsirisRexOcamsCamera/OsirisRexOcamsCamera.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,"2026-04-07 exposedconstructors, shutter timing and SPICE ID methods; also belongs to the Spice, Instruments, and Cameras category; camera-model/SPICE dependent in bind_mission_cameras.cpp"
1,High,Already exported in Python with a small remaining API gap,OsirisRexTagcamsCamera,OSIRIS-REx,osirisrex_osiris_rex_tagcams_camera_methods.csv,Converted,Y,5,0,0,0,5,100.00,isis/src/osirisrex/objs/OsirisRexTagcamsCamera/OsirisRexTagcamsCamera.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,"2026-04-07 exposedconstructors, shutter timing and SPICE ID methods; also belongs to the Spice, Instruments, and Cameras category; camera-model/SPICE dependent in bind_mission_cameras.cpp"
1,High,Already exported in Python with a small remaining API gap,OsirisRexTagcamsDistortionMap,OSIRIS-REx,osirisrex_osiris_rex_tagcams_distortion_map_methods.csv,Converted,Y,2,0,0,0,2,100.00,isis/src/osirisrex/objs/OsirisRexTagcamsCamera/OsirisRexTagcamsDistortionMap.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,"2026-04-07 exposedconstructors, temperature configuration and distortion-mapping methods; also belongs to the Spice, Instruments, and Cameras category; camera-model/SPICE dependent in bind_mission_cameras.cpp"
1,High,Already exported in Python with a small remaining API gap,CSVReader,Parsing,base_csv_reader_methods.csv,Converted,Y,26,0,0,0,26,100.00,reference/upstream_isis/src/base/objs/CSVReader/CSVReader.h,src/base/bind_base_filters.cpp,2026-04-09 completed CSVReader all inventory helper binding; focused unit tests in tests/unitTest/filters_unit_test.py; smoke symbol coverage added in src/base/bind_base_filters.cpp
1,High,Already exported in Python with a small remaining API gap,FileList,Parsing,base_file_list_methods.csv,Converted,Y,6,0,0,0,6,100.00,isis/src/base/objs/FileList/FileList.h,N/A,2026-04-09 via a stable wrapper exposedfiles/string I/O helper; focused unit tests in tests/unitTest/support_unit_test.py; smoke symbol coverage added in src/base/bind_base_support.cpp
1,High,Already exported in Python with a small remaining API gap,iTime,Parsing,base_i_time_methods.csv,Converted,Y,23,0,0,0,23,100.00,isis/src/base/objs/iTime/iTime.h,isis_pybind_standalone/src/base/bind_base_support.cpp,2026-04-11 all methods are now bound(CurrentGMT/CurrentLocalTime already existed previouslyonly the ledger was behind)
1,High,Already exported in Python with a small remaining API gap,LabelTranslationManager,Parsing,base_label_translation_manager_methods.csv,Converted,Y,4,0,0,0,4,100.00,reference/upstream_isis/src/base/objs/LabelTranslationManager/LabelTranslationManager.h,src/base/bind_base_pvl.cpp,2026-04-09 exposed abstract base class auto_translate/parse_specification; cannot be instantiated directly from Python; inheritance chain PvlTranslationTable->LabelTranslationManager is registered correctly in src/base/bind_base_pvl.cpp
1,High,Already exported in Python with a small remaining API gap,PvlFormat,Parsing,base_pvl_format_methods.csv,Converted,Y,17,0,0,0,17,100.00,reference/upstream_isis/src/base/objs/PvlFormat/PvlFormat.h,src/base/bind_base_pvl.cpp,2026-04-12 added format_end(name
1,High,Already exported in Python with a small remaining API gap,PvlFormatPds,Parsing,base_pvl_format_pds_methods.csv,Converted,Y,8,0,0,0,8,100.00,reference/upstream_isis/src/base/objs/PvlFormatPds/PvlFormatPds.h,src/base/bind_base_pvl.cpp,2026-04-12 added format_end(name
1,High,Already exported in Python with a small remaining API gap,PvlGroup,Parsing,base_pvl_group_methods.csv,Converted,Y,3,0,0,0,3,100.00,isis/src/base/objs/PvlGroup/PvlGroup.h,isis_pybind_standalone/src/base/bind_base_pvl.cpp,2026-04-11 added validateGroup; all public methods are now bound
1,High,Already exported in Python with a small remaining API gap,PvlSequence,Parsing,base_pvl_sequence_methods.csv,Converted,Y,10,0,0,0,10,100.00,isis/src/base/objs/PvlSequence/PvlSequence.h,src/base/bind_base_pvl.cpp,
